Unnamed: 0,Wikipedia movie ID,Freebase_ID,Name,Revenue,Runtime,Language_clean,Countries_clean,original_language,popularity,vote_count,vote_average,budget,collection_name,Release_year,Genres,ID,Freebase Movie ID,Character Name,Actor DOB,Actor gender,Actor height,Actor Name,Actor age at movie release,Freebase character map1,Freebase character map2,Freebase character map3,ethnicity_clean
6129,,,Culprit Ghost,0.0,100.0,,,id,0.6,0.0,0.0,0.0,,2009.0,"['Comedy', ' Drama', ' Horror']",6130,,,,,,,,,,,
6344,,,DOTGA: Da One That Ghost Away,0.0,103.0,,,tl,0.6,0.0,0.0,0.0,,2018.0,"['Comedy', ' Horror']",6345,,,,F,,Kim Chiu,,,,,Asian
6713,,,Daughter of a Ghost,0.0,90.0,,,ko,0.6,0.0,0.0,0.0,,1983.0,"['Fantasy', ' Horror']",6714,,,,,,Brigitte Helm,,,,,European
7277,25008319.0,/m/09gj0dy,Death of a Ghost Hunter,0.0,107.0,['English'],['United States of America'],en,3.698,36.0,4.3,0.0,Paranormal Investigations Collection,2007.0,"['Thriller', 'Mystery', 'Supernatural', 'Horror', 'Crime Thriller']",7278,/m/09gj0dy,Carter Simms,,,,Patti Tindall,,/m/0cfzjfv,/m/0n9nyf6,/m/09rynt9,
7787,13048913.0,/m/02z4lc6,Devon's Ghost: Legend of the Bloody Boy,0.0,90.0,['English'],['United States of America'],en,1.319,4.0,6.0,0.0,,2005.0,"['B-movie', 'Action', 'Horror', 'Slasher', 'Teen']",7788,/m/02z4lc6,Josh,1976-01-06,,1.75,Johnny Yong Bosch,28.0,/m/04hv040,/m/0h36p9t,/m/04bbv7,
8246,,,"Don't Worry, I'm a Ghost",0.0,71.0,,,ko,2.923,10.0,7.1,225.0,,2012.0,"['Comedy', ' Drama', ' Horror', ' Romance']",8247,,,,,,Bong Tae-gyu,,,,,
8631,20225956.0,/m/04yg4sm,Drowning Ghost,0.0,100.0,['Swedish'],['Sweden'],sv,2.749,28.0,4.8,0.0,,2004.0,"['Thriller', 'Horror', 'Slasher']",8632,/m/04yg4sm,Sara,1975-08-04,,,Rebecka Hemse,28.0,/m/0bhdc_v,/m/0n8db55,/m/0b6jc4j,
9162,,,Erotic Ghost Story,0.0,88.0,,,cn,21.872,17.0,5.5,0.0,Erotic Ghost Story Collection,1990.0,"['Drama', ' Fantasy', ' Horror']",9163,,,,F,,Amy Yip,,,,,Asian
9163,,,Erotic Ghost Story II,0.0,96.0,,,cn,8.664,8.0,4.7,0.0,Erotic Ghost Story Collection,1991.0,['Horror'],9164,,,,,,Anthony Chau-Sang Wong,,,,,
9164,,,Erotic Ghost Story III,1201428.0,94.0,,,cn,8.696,7.0,5.3,0.0,Erotic Ghost Story Collection,1992.0,"['Drama', ' Fantasy', ' Horror']",9165,,,,F,,Amy Yip,,,,,Asian
9382,,,Ex-Girlfriend's Ghost,0.0,102.0,,,id,0.6,1.0,10.0,0.0,,2021.0,"['Comedy', ' Horror']",9383,,,,,,Dino Barton,,,,,
9877,,,Female Ghost,0.0,100.0,,,id,0.6,0.0,0.0,0.0,,1974.0,['Horror'],9878,,,,,,Kizuna Sakura,,,,,Asian
9922,,,Fiery Ghost Story,0.0,0.0,,,th,0.6,0.0,0.0,0.0,,1990.0,['Horror'],9923,,,,,,Tim Brazeal,,,,,
10624,,,Funny Ghost,0.0,100.0,,,cn,1.176,2.0,5.0,0.0,,1989.0,"['Comedy', ' Horror']",10625,,,,,,Sandra Kwan Yue Ng,,,,,
10671,,,GHOST MASTER,0.0,91.0,,,ja,1.27,3.0,5.0,0.0,,2019.0,"['Comedy', ' Horror']",10672,,,,,,Mizuki Itagaki,,,,,
10853,33914655.0,/m/0hncgrm,Ghost,0.0,130.0,[],[],hi,1.061,4.0,5.5,0.0,,2011.0,['Horror'],10854,/m/0hncgrm,,1984-01-01,,,Sayali Bhagat,27.0,/m/0hn_3vs,,/m/02r2m9s,
10861,,,Ghost 14,0.0,79.0,,,en,0.676,0.0,0.0,0.0,,2022.0,['Horror'],10862,,,,,,Rudy Banes,,,,,
10862,,,Ghost Adventures,0.0,87.0,,,en,3.543,38.0,8.4,0.0,,2007.0,"['Documentary', ' Horror']",10863,,,,,,Zak Bagans,,,,,North American
10863,,,Ghost Ballroom,0.0,0.0,,,en,0.887,0.0,0.0,0.0,,1989.0,['Horror'],10864,,,,,,King Chan,,,,,
10864,16776003.0,/m/0405qq0,Ghost Banana Tree,0.0,120.0,['Khmer language'],['Cambodia'],km,0.6,0.0,0.0,0.0,,2004.0,['Horror'],10865,,,,,,Poan Pasda,,,,,
10865,,,Ghost Bell,0.0,0.0,,,th,0.6,0.0,0.0,0.0,,1985.0,['Horror'],10866,,,,,,Broken Bells,,,,,
10866,,,Ghost Bell,0.0,0.0,,,th,0.6,0.0,0.0,0.0,,1968.0,['Horror'],10867,,,,,,Broken Bells,,,,,
10867,,,Ghost Bride,0.0,0.0,,,zh,0.6,0.0,0.0,0.0,,2017.0,"['Horror', ' Thriller']",10868,,,,,,Peijia Huang,,,,,
10868,,,Ghost Bride of Dracula,0.0,33.0,,,en,1.75,1.0,10.0,0.0,,2017.0,['Horror'],10869,,,,,,Alexis Texas,,,,,North American
10869,,,Ghost Burger,0.0,23.0,,,en,0.6,6.0,6.7,0.0,,2013.0,"['Animation', ' Horror']",10870,,,,,,Tim Atkins,,,,,
10870,,,Ghost Bustin,0.0,0.0,,,zh,0.656,0.0,0.0,0.0,,1985.0,"['Action', ' Comedy', ' Horror']",10871,,,,,,Pak-Cheung Chan,,,,,
10871,,,Ghost Busting,0.0,95.0,,,cn,2.02,0.0,0.0,0.0,,1989.0,"['Comedy', ' Horror']",10872,,,,,,Pak-Cheung Chan,,,,,
10872,,,Ghost Carol,0.0,22.0,,,en,0.6,0.0,0.0,0.0,,1983.0,['Horror'],10873,,,,M,,Nicholas Farrell,,,,,European
10873,,,Ghost Chase,0.0,90.0,,,en,3.098,18.0,4.9,0.0,,1987.0,"['Family', ' Fantasy', ' Horror', ' Science Fiction']",10874,,,,,,Jason Lively,,,,,
10874,,,Ghost Child,0.0,88.0,,,en,1.29,3.0,4.3,0.0,,2013.0,['Horror'],10875,,,,,,Leitreanna Terry-Brown,,,,,
10875,,,Ghost Coins,0.0,95.0,,,th,0.707,3.0,6.3,0.0,,2014.0,"['Horror', ' Thriller']",10876,,,,,,Hataichat Eurkittiroj,,,,,
10876,,,Ghost Cops,0.0,17.0,,,en,0.6,0.0,0.0,125.0,,2021.0,"['Action', ' Comedy', ' Crime', ' Horror', ' Mystery']",10877,,,,,,Alex Domnitch,,,,,
10877,,,Ghost Crocodile,0.0,67.0,,,th,0.6,0.0,0.0,0.0,,1993.0,['Horror'],10878,,,,,,Tony Harris,,,,,North American
10878,,,Ghost Day,79292.0,92.0,,,th,0.745,3.0,4.7,0.0,,2012.0,"['Comedy', ' Horror']",10879,,,,,,Apisit Opasaimlikit,,,,,
10879,,,Ghost Delivery,0.0,85.0,,,th,0.6,3.0,5.3,0.0,,2003.0,"['Comedy', ' Fantasy', ' Horror']",10880,,,,,,Soraya Alam,,,,,
10880,,,Ghost Diary,0.0,80.0,,,id,0.901,2.0,2.8,0.0,,2016.0,['Horror'],10881,,,,,,Genevieve Chenneour,,,,,
10881,,,Ghost Dog,0.0,7.0,,,en,1.4,0.0,0.0,0.0,,2021.0,"['Comedy', ' Horror']",10882,,,,M,,Forest Whitaker,,,,,North American
10882,,,Ghost Dogs,0.0,11.0,,,en,0.736,1.0,7.0,0.0,,2020.0,"['Animation', ' Fantasy', ' Horror']",10883,,,,,,Sean Dugan,,,,,
10883,,,Ghost Dorm,0.0,16.0,,,en,0.6,0.0,0.0,0.0,,2019.0,"['Comedy', ' Horror']",10884,,,,,,Nicholas Jensen,,,,,
10884,,,Ghost Dorm 2: She's Coming for You,0.0,8.0,,,en,0.6,0.0,0.0,0.0,,2019.0,"['Comedy', ' Horror']",10885,,,,,,,,,,,
10885,,,Ghost Estate,0.0,8.0,,,en,0.6,1.0,10.0,0.0,,2019.0,"['Comedy', ' Drama', ' Horror']",10886,,,,,,Stephen Doring,,,,,
10886,,,Ghost Eyes,0.0,98.0,,,zh,0.6,3.0,6.0,0.0,,1974.0,['Horror'],10887,,,,,,Szu-Chia Chen,,,,,
10887,,,Ghost Festival,0.0,0.0,,,cn,0.6,2.0,4.5,0.0,,1985.0,['Horror'],10888,,,,,,,,,,,
10888,,,Ghost Fever,0.0,86.0,,,en,1.066,11.0,2.5,0.0,,1987.0,"['Comedy', ' Horror']",10889,,,,,,Sherman Hemsley,,,,,North American
10889,,,Ghost Fever,0.0,92.0,,,cn,0.99,1.0,1.0,0.0,,1989.0,"['Comedy', ' Fantasy', ' Horror']",10890,,,,,,Sherman Hemsley,,,,,North American
10890,,,Ghost Forest,0.0,87.0,,,en,0.85,0.0,0.0,0.0,,2013.0,"['Action', ' Fantasy', ' Horror', ' Science Fiction']",10891,,,,,,James Hyde,,,,,
10891,,,Ghost Forest Cottage,0.0,47.0,,,en,0.6,0.0,0.0,0.0,,2012.0,"['Horror', ' Mystery']",10892,,,,,,,,,,,
10892,,,Ghost Friend,0.0,32.0,,,ko,1.131,0.0,0.0,0.0,,2021.0,"['Comedy', ' Horror']",10893,,,,,,,,,,,
10893,,,Ghost Gambler,0.0,0.0,,,cn,0.6,0.0,0.0,0.0,,1991.0,['Horror'],10894,,,,,,Yuet-Sang Chin,,,,,
10894,,,Ghost Game,0.0,72.0,,,en,1.953,5.0,3.8,200.0,,2005.0,"['Comedy', ' Horror']",10895,,,,,,Kia Dorsey,,,,,
10895,,,Ghost Game,71896.0,100.0,,,th,1.015,6.0,5.2,20000.0,,2006.0,"['Horror', ' Mystery', ' Thriller']",10896,,,,,,Kia Dorsey,,,,,
10896,,,Ghost Gate,0.0,90.0,,,en,0.6,0.0,0.0,0.0,,2003.0,['Horror'],10897,,,,,,Atsumi Kaji,,,,,
10897,,,Ghost Ghost Ghost!,0.0,77.0,,,ms,0.6,1.0,1.0,0.0,,2013.0,"['Comedy', ' Horror']",10898,,,,,,Patrick Swayze,,,,,North American
10898,,,Ghost Goggles,0.0,74.0,,,en,0.6,2.0,6.0,1000000.0,,2016.0,"['Adventure', ' Family', ' Horror']",10899,,,,,,Jessica Nagel,,,,,
10899,,,Ghost Gunfighter,0.0,86.0,,,en,0.6,1.0,3.0,0.0,,1995.0,['Horror'],10900,,,,,,Michael Spartan,,,,,
10900,,,Ghost Hospital,0.0,104.0,,,vi,0.6,0.0,0.0,0.0,,2016.0,"['Comedy', ' Horror']",10901,,,,,,Tran Thanh,,,,,
10901,,,Ghost Hotel,0.0,120.0,,,th,0.6,0.0,0.0,0.0,,1975.0,"['Horror', ' Mystery']",10902,,,,,,Punitah Shanmugam,,,,,
10902,3824857.0,/m/0b1xf4,Ghost House,0.0,123.0,['Korean'],['South Korea'],en,12.832,172.0,5.7,0.0,,2004.0,"['Horror', 'Comedy']",10903,/m/0b1xf4,Park Pil-gi,1970-06-07,M,1.87,Cha Seung-won,34.0,/m/02vcs22,/m/0h2r_1z,/m/0k_n3g,Asian
10905,,,Ghost House Girl,0.0,0.0,,,th,0.6,0.0,0.0,0.0,,1990.0,['Horror'],10906,,,,,,,,,,,
10906,,,"Ghost House, A True Story",0.0,90.0,,,cn,0.6,1.0,4.0,0.0,,1995.0,['Horror'],10907,,,,,,Kaley Cuoco,,,,,North American
10907,,,Ghost House: A Haunting,0.0,71.0,,,en,0.985,2.0,0.8,0.0,,2018.0,['Horror'],10908,,,,,,Allyson Mae Byrley,,,,,
10908,,,"Ghost Hunters, Inc. Presents: The Graveyard Shift",0.0,70.0,,,en,0.6,0.0,0.0,0.0,,2005.0,"['Comedy', ' Horror']",10909,,,,,,William Angove,,,,,
10909,,,Ghost Hunters: Deep Cover Part 2,0.0,0.0,,,en,0.755,1.0,10.0,0.0,,2013.0,"['Fantasy', ' History', ' Horror', ' Music', ' TV Movie']",10910,,,,,,Anne Marie Cannon,,,,,
10910,,,Ghost Hysteria Girl,0.0,0.0,,,th,0.6,0.0,0.0,0.0,,1975.0,['Horror'],10911,,,,,,,,,,,
10911,,,Ghost In-Law,0.0,91.0,,,th,0.682,3.0,5.7,0.0,,2008.0,"['Comedy', ' Horror']",10912,,,,,,Hashizô Ôkawa,,,,,
10912,,,Ghost Is All Around,0.0,94.0,,,th,1.884,4.0,6.3,0.0,,2016.0,"['Comedy', ' Drama', ' Horror']",10913,,,,M,,Hugh Grant,,,,,European
10913,,,Ghost Island,0.0,91.0,,,id,0.6,2.0,3.5,0.0,Pulau Hantu Collection,2007.0,['Horror'],10914,,,,,,Taskya Namya,,,,,
10914,,,Ghost Island 2,0.0,0.0,,,id,0.622,1.0,6.0,0.0,Pulau Hantu Collection,2008.0,['Horror'],10915,,,,,,Ricky Harun,,,,,
10915,,,Ghost Island 3,0.0,84.0,,,id,0.963,0.0,0.0,0.0,Pulau Hantu Collection,2012.0,['Horror'],10916,,,,,,Shinta Bachir,,,,,
10916,,,Ghost Keepers of the Light,0.0,27.0,,,en,0.6,0.0,0.0,0.0,,2019.0,['Horror'],10917,,,,,,Marian Anderson,,,,,North American
10917,,,Ghost Killer,0.0,92.0,,,cn,1.657,0.0,0.0,0.0,,1992.0,['Horror'],10918,,,,,,Akari Takaishi,,,,,
10918,,,Ghost Killers vs. Bloody Mary,0.0,103.0,,,pt,10.356,111.0,5.7,0.0,,2018.0,"['Comedy', ' Horror']",10919,,,,M,,Dan Aykroyd,,,,,North American
10919,,,Ghost Lab,0.0,117.0,,,th,33.582,103.0,6.5,0.0,,2021.0,"['Drama', ' Horror', ' Science Fiction', ' Thriller']",10920,,,,,,Thanapob Leeratanakachorn,,,,,
10920,2898154.0,/m/08b0r7,Ghost Lake,0.0,112.0,['English'],['United States of America'],en,1.937,13.0,3.4,110000.0,,2005.0,"['Zombie Film', 'Horror']",10921,/m/08b0r7,,,,,Gregory Lee Kenyon,,/m/02vcrzx,,/m/02qkm1b,
10921,,,Ghost Lantern,0.0,92.0,,,cn,1.879,2.0,6.0,0.0,,1993.0,"['Crime', ' Horror', ' Romance']",10922,,,,,,Yezhou Han,,,,,
10922,,,Ghost Light,0.0,102.0,,,en,2.177,13.0,6.3,0.0,,2018.0,"['Comedy', ' Horror']",10923,,,,M,,Roger Bart,,,,,North American
10923,,,Ghost Light,0.0,70.0,,,en,1.421,14.0,5.8,0.0,,2020.0,"['Horror', ' Thriller']",10924,,,,M,,Roger Bart,,,,,North American
10925,,,Ghost Love,0.0,0.0,,,th,0.6,0.0,0.0,0.0,,1964.0,['Horror'],10926,,,,F,,Kumiko Akiyoshi,,,,,Asian
10926,,,Ghost Love,0.0,0.0,,,th,0.6,0.0,0.0,0.0,,1980.0,"['Drama', ' Horror', ' Romance']",10927,,,,F,,Kumiko Akiyoshi,,,,,Asian
10927,,,Ghost Lover,0.0,0.0,,,cn,0.6,0.0,0.0,0.0,,1992.0,['Horror'],10928,,,,,,Nivedita Chandel,,,,,
10928,,,Ghost Machine,0.0,100.0,,,en,5.232,38.0,5.1,0.0,,2009.0,"['Action', ' Horror', ' Science Fiction', ' Thriller']",10929,,,,F,,Karen Allen,,,,,North American
10929,,,Ghost Magnetic,0.0,8.0,,,pt,0.6,1.0,6.0,0.0,,2020.0,['Horror'],10930,,,,,,Andressa Marconi,,,,,
10930,7018763.0,/m/0h0l28,Ghost Man,0.0,73.0,['Japanese'],['Japan'],ja,0.626,1.0,7.0,0.0,,1954.0,"['Japanese Movies', 'Horror', 'Black-and-white']",10931,,,,,,Kim Bo-ra,,,,,
10931,,,Ghost Mansion,0.0,106.0,,,ko,55.108,94.0,7.3,0.0,,2021.0,['Horror'],10932,,,,,,Kim Bo-ra,,,,,
10932,,,Ghost Me,0.0,10.0,,,en,0.6,0.0,0.0,0.0,,2021.0,['Horror'],10933,,,,,,Valentin Braun,,,,,
10933,,,Ghost Meets World,0.0,49.0,,,en,0.6,0.0,0.0,500.0,,2016.0,"['Comedy', ' Horror']",10934,,,,,,Taft Ayers,,,,,
10934,,,Ghost Money,0.0,123.0,,,th,0.674,1.0,6.0,0.0,,1981.0,"['Horror', ' Mystery']",10935,,,,,,Choosri Misomon,,,,,
10935,,,Ghost Month,0.0,100.0,,,en,2.237,14.0,4.3,0.0,,2009.0,['Horror'],10936,,,,,,Marina Resa,,,,,
10936,,,Ghost Mother,0.0,84.0,,,th,0.931,3.0,5.3,0.0,,2007.0,"['Drama', ' Horror', ' Thriller']",10937,,,,,,Mark Thompson,,,,,
10937,,,Ghost Movie.,0.0,3.0,,,en,0.6,0.0,0.0,0.0,,2020.0,"['Comedy', ' Horror']",10938,,,,M,,Marlon Wayans,,,,,North American
10938,,,Ghost Net,0.0,97.0,,,cn,1.963,5.0,7.0,0.0,,2017.0,['Horror'],10939,,,,,,Carlos Chan,,,,,
10939,,,Ghost Note,0.0,105.0,,,en,2.477,9.0,6.0,0.0,,2017.0,"['Horror', ' Thriller']",10940,,,,,,Alicia Underwood,,,,,
10940,,,Ghost Nursing,0.0,0.0,,,en,0.626,0.0,0.0,0.0,,1982.0,['Horror'],10941,,,,,,Norman Chu,,,,,Asian
10941,,,Ghost Of Mae Nak,0.0,0.0,,,th,0.6,0.0,0.0,0.0,,1978.0,['Horror'],10942,,,,,,Pataratida Pacharawirapong,,,,,
10942,,,Ghost Office,0.0,88.0,,,cn,0.621,1.0,2.0,0.0,,2001.0,"['Comedy', ' Horror']",10943,,,,,,Ruco Chan,,,,,
10943,,,Ghost Painter,0.0,97.0,,,id,0.6,3.0,7.3,0.0,,2020.0,"['Comedy', ' Horror']",10944,,,,,,Ge Pamungkas,,,,,
10944,,,Ghost Photos,0.0,72.0,,,ja,0.6,3.0,3.5,0.0,,2006.0,"['Horror', ' Thriller']",10945,,,,,,Yuki Terada,,,,,
10945,,,Ghost Puncher,0.0,8.0,,,en,0.6,0.0,0.0,0.0,,2019.0,"['Comedy', ' Horror']",10946,,,,,,Emilio Picayo,,,,,
10946,,,Ghost Punting,0.0,94.0,,,cn,2.489,5.0,6.2,0.0,Lucky Stars Collection,1992.0,"['Action', ' Comedy', ' Horror']",10947,,,,,,Sammo Kam-Bo Hung,,,,,
10947,,,Ghost Reality,0.0,15.0,,,ja,0.6,0.0,0.0,0.0,,2019.0,['Horror'],10948,,,,,,Ken'ichirô Matsuda,,,,,
10948,2246413.0,/m/06yykb,Ghost Rider,228738393.0,114.0,['English'],"['United States of America', 'Australia']",,,,,,,2007.0,"['Thriller', 'Horror', 'Adventure', 'Superhero movie', 'Action/Adventure', 'Fantasy', 'Drama', 'Action']",10949,/m/06yykb,Ghost Rider,1964-01-07,M,1.83,Nicolas Cage,43.0,/m/0jyrr6,/m/027h42y,/m/01vvb4m,North American
10949,29007308.0,/m/0dgq80b,Ghost Rider: Spirit of Vengeance,132563930.0,,['English'],"['United States of America', 'United Arab Emirates']",,,,,,,2012.0,"['Thriller', 'Action/Adventure', 'Horror', 'Action', 'Fantasy']",10950,/m/0dgq80b,Kurdish,1969-06-17,,,Sorin Tofan,42.0,/m/0hn547f,/m/0hn51mt,/m/0hn547k,
10950,,,Ghost Riders,0.0,85.0,,,en,3.121,5.0,3.0,0.0,,1987.0,"['Horror', ' Western']",10951,,,,,,Bill Shaw,,,,,
10951,,,Ghost Rig,0.0,90.0,,,en,1.847,6.0,4.8,0.0,,2003.0,"['Drama', ' Horror', ' Thriller']",10952,,,,M,,Jaason Simmons,,,,,Australian
10952,,,Ghost School,0.0,93.0,,,zh,0.6,0.0,0.0,0.0,,1988.0,['Horror'],10953,,,,,,Kim Do-yeon,,,,,Asian
10953,,,Ghost School,0.0,101.0,,,id,0.6,0.0,0.0,0.0,,2004.0,"['Horror', ' Thriller']",10954,,,,,,Kim Do-yeon,,,,,Asian
10954,,,Ghost Searchers,0.0,19.0,,,en,0.6,1.0,7.0,6300.0,,2020.0,"['Comedy', ' Horror', ' Thriller']",10955,,,,,,Max Doubt,,,,,
