Unnamed: 0,Wikipedia movie ID,Freebase_ID,Name,Revenue,Runtime,Language_clean,Countries_clean,original_language,popularity,vote_count,vote_average,budget,collection_name,Release_year,Genres,ID,Freebase Movie ID,Character Name,Actor DOB,Actor gender,Actor height,Actor Name,Actor age at movie release,Freebase character map1,Freebase character map2,Freebase character map3,ethnicity_clean
20196,,,Plaga zombie,0.0,72.0,,,es,0.97,12.0,4.2,0.0,Zombie Plague Collection,1997.0,"['Comedy', ' Horror']",20197,,,,,,Berta Muñiz,,,,,
20197,,,Plaga zombie: zona mutante,0.0,101.0,,,es,1.035,14.0,6.3,0.0,Zombie Plague Collection,2001.0,"['Horror', ' Science Fiction']",20198,,,,,,Berta Muñiz,,,,,
20198,,,Plaga zombie: zona mutante: revolución tóxica,0.0,91.0,,,es,0.944,8.0,5.8,0.0,Zombie Plague Collection,2012.0,"['Horror', ' Science Fiction']",20199,,,,,,Hernán Sáez,,,,,
20388,,,Portrait of a Zombie,0.0,86.0,,,en,1.261,11.0,5.4,0.0,,2012.0,"['Comedy', ' Horror']",20389,,,,,,Patrick Murphy,,,,,North American
20863,,,Punk-Fu Zombie,0.0,105.0,,,fr,0.6,3.0,5.0,0.0,,2017.0,"['Comedy', ' Horror']",20864,,,,,,Stéphane Messier,,,,,
21125,,,Rape Zombie Side-Story: Hardcore of the Dead,0.0,81.0,,,ja,4.924,2.0,3.5,0.0,Rape Zombie Series,2017.0,['Horror'],21126,,,,,,Yume Aihara,,,,,
21126,35888148.0,/m/0jwvh15,Rape Zombie: Lust of the Dead,0.0,73.0,['Japanese'],['Japan'],ja,28.502,118.0,6.3,0.0,Rape Zombie Series,2012.0,['Horror'],21127,,,,,,Rina Aikawa,,,,,
21127,,,Rape Zombie: Lust of the Dead 2,0.0,67.0,,,ja,15.057,28.0,4.5,0.0,Rape Zombie Series,2013.0,"['Comedy', ' Horror']",21128,,,,,,Hayato Abe,,,,,
21128,,,Rape Zombie: Lust of the Dead 3,0.0,68.0,,,ja,23.014,19.0,5.9,0.0,Rape Zombie Series,2013.0,"['Comedy', ' Horror']",21129,,,,,,Rina Aikawa,,,,,
21129,,,Rape Zombie: Lust of the Dead 4,0.0,87.0,,,ja,9.357,4.0,6.8,0.0,Rape Zombie Series,2014.0,['Horror'],21130,,,,,,Rina Aikawa,,,,,
21130,,,Rape Zombie: Lust of the Dead 5,0.0,82.0,,,ja,12.327,6.0,5.5,0.0,Rape Zombie Series,2014.0,['Horror'],21131,,,,,,Yui Aikawa,,,,,
21419,,,Reggaetón Zombie,0.0,20.0,,,es,0.6,0.0,0.0,0.0,,2012.0,['Horror'],21420,,,,,,Isis Cardona,,,,,
21766,,,Rise of the Zombie,0.0,94.0,,,hi,1.031,9.0,3.9,0.0,,2013.0,"['Drama', ' Horror', ' Thriller']",21767,,,,,,Luke Kenny,,,,,
21839,,,Rockabilly Zombie Weekend,0.0,88.0,,,en,2.41,11.0,6.0,0.0,,2013.0,['Horror'],21840,,,,M,,J. LaRose,,,,,North American
22193,,,Sam & Mattie Make a Zombie Movie,0.0,90.0,,,en,1.251,2.0,7.0,0.0,,2021.0,"['Adventure', ' Documentary', ' Fantasy', ' Horror']",22194,,,,,,Jennette McCurdy,,,,,North American
22208,,,Samurai Zombie,0.0,91.0,,,ja,1.446,8.0,4.8,0.0,,2008.0,"['Action', ' Horror']",22209,,,,,,Mitsuru Fukikoshi,,,,,
22289,,,Sars Wars: Bangkok Zombie Crisis,0.0,95.0,,,th,2.758,20.0,5.6,0.0,,2004.0,"['Action', ' Comedy', ' Fantasy', ' Horror']",22290,,,,,,Suthep Po-ngam,,,,,European
22602,,,Scooby-Doo! Return to Zombie Island,0.0,80.0,,,en,26.551,680.0,7.0,0.0,Scooby-Doo! Zombie Island Collection,2019.0,"['Adventure', ' Animation', ' Comedy', ' Family', ' Fantasy', ' Horror', ' Mystery']",22603,,,,M,,Frank Welker,,,,,North American
22613,,,Scouts Guide to the Zombie Apocalypse,14860766.0,93.0,,,en,66.029,1580.0,6.5,15000000.0,,2015.0,"['Comedy', ' Horror']",22614,,,,M,,Tye Sheridan,,,,,North American
23003,,,Shadow Zombie,0.0,78.0,,,en,0.6,3.0,4.8,0.0,,2013.0,"['Horror', ' Romance']",23004,,,,,,Shane Cormier,,,,,
23433,,,"Silent Night, Zombie Night",0.0,83.0,,,en,3.517,18.0,4.6,0.0,,2009.0,"['Action', ' Comedy', ' Horror', ' Romance']",23434,,,,,,Jack Forcinito,,,,,
23928,,,Socialist Zombie Massacre,0.0,94.0,,,sk,0.632,5.0,7.2,21000.0,,2014.0,"['Comedy', ' Horror']",23929,,,,,,,,,,,
24128,,,Space Zombie Bingo!!!,0.0,75.0,,,en,1.616,5.0,2.6,0.0,,1993.0,"['Comedy', ' Horror', ' Science Fiction']",24129,,,,,,William Darkow,,,,,
24153,,,Special Report: Zombie Invasion,0.0,21.0,,,en,0.6,0.0,0.0,0.0,,2004.0,['Horror'],24154,,,,,,Michael Berson,,,,,
24242,,,Spirit vs. Zombie,0.0,91.0,,,zh,0.6,0.0,0.0,0.0,,1988.0,"['Comedy', ' Horror']",24243,,,,,,Hui-Chun Chen,,,,,
24328,,,Spring Break Zombie Massacre,0.0,45.0,,,en,0.773,5.0,7.8,68000.0,,2016.0,"['Adventure', ' Drama', ' Fantasy', ' Horror', ' Thriller']",24329,,,,,,Adam Boender,,,,,
24357,,,St. Zombie Girls' High School,0.0,80.0,,,ja,1.389,1.0,10.0,0.0,,2017.0,"['Action', ' Drama', ' Horror']",24358,,,,,,Asami,,,,,
24839,,,Super-Horror Experience 3: Zombie Voices,0.0,30.0,,,ja,0.6,0.0,0.0,0.0,,1995.0,['Horror'],24840,,,,,,,,,,,
24885,,,Survival Zombie 3,0.0,0.0,,,es,2.788,3.0,5.0,0.0,,2017.0,['Horror'],24886,,,,,,,,,,,
25183,,,Tales of a 5th Grade Zombie Slayer,0.0,10.0,,,en,0.6,0.0,0.0,9000.0,,2016.0,"['Action', ' Horror']",25184,,,,,,Gabriel Krut,,,,,
25345,,,Tele-Zombie,0.0,81.0,,,en,1.183,0.0,0.0,30000.0,,2004.0,"['Comedy', ' Horror']",25346,,,,,,Dane Andrew,,,,,
25523,,,Texas Zombie Wars: El Paso Outpost,0.0,102.0,,,en,0.684,1.0,5.0,0.0,,2019.0,"['Action', ' Horror']",25524,,,,,,Mikal Vega,,,,,
25658,,,The Aliens and Kong Kong Zombie,0.0,80.0,,,ko,0.6,0.0,0.0,0.0,,1989.0,"['Action', ' Horror', ' Science Fiction']",25659,,,,,,Myeong-hie Kim,,,,,
25935,,,The Biker Warrior Babe vs. The Zombie Babies From Hell,0.0,0.0,,,en,0.6,2.0,3.0,0.0,,2014.0,['Horror'],25936,,,,,,Candi Achibald,,,,,
26127,,,The Book of Zombie,0.0,61.0,,,en,0.77,3.0,5.0,0.0,,2010.0,['Horror'],26128,,,,,,Brian Ibsen,,,,,
26503,,,The Coed and the Zombie Stoner,0.0,91.0,,,en,5.205,43.0,3.8,0.0,,2014.0,"['Comedy', ' Horror']",26504,,,,F,,Catherine Annette,,,,,North American
26582,,,The Crack: Zombie Eggs!,0.0,2.0,,,en,0.6,0.0,0.0,0.0,,2011.0,"['Animation', ' Horror']",26583,,,,,,Dan Lloyd,,,,,
27916,,,The Halloween Store Zombie Wedding Movie,0.0,92.0,,,en,0.6,0.0,0.0,0.0,,2016.0,"['Comedy', ' Horror']",27917,,,,,,John Delony,,,,,
28737,,,The Last Zombie,0.0,85.0,,,es,226.0,3.0,5.7,0.0,,2021.0,['Horror'],28738,,,,,,Connor Barton,,,,,
29070,,,The Manson Brothers Midnight Zombie Massacre,0.0,92.0,,,en,2.848,3.0,5.7,1800000.0,,2021.0,"['Action', ' Comedy', ' Horror']",29071,,,,,,Chris Margetis,,,,,
29357,,,The Neighbor Zombie,0.0,89.0,,,ko,1.184,5.0,5.1,0.0,,2010.0,"['Comedy', ' Horror']",29358,,,,,,Ji-hun Bae,,,,,
31558,,,The Zombie,0.0,70.0,,,th,0.6,0.0,0.0,0.0,,1984.0,"['Comedy', ' Horror']",31559,,,,M,,Tye Sheridan,,,,,North American
31559,,,The Zombie,0.0,0.0,,,th,0.6,0.0,0.0,0.0,,1968.0,['Horror'],31560,,,,M,,Tye Sheridan,,,,,North American
31560,,,The Zombie Apocalypse in Apartment 14F,0.0,0.0,,,es,5.699,2.0,6.0,0.0,,2019.0,"['Comedy', ' Horror']",31561,,,,,,Len J. Phillips,,,,,
31561,,,The Zombie Chronicles,0.0,71.0,,,en,0.671,2.0,1.3,0.0,,2002.0,['Horror'],31562,,,,,,Greg Brown,,,,,North American
31562,12995615.0,/m/02z2pw8,The Zombie Diaries,2000000.0,80.0,['English'],['United Kingdom'],en,6.905,62.0,4.4,9300.0,The Zombie Diaries Collection,2007.0,"['Thriller', 'Horror', 'Indie', 'Creature Film', 'Action/Adventure', 'Zombie Film', 'Action']",31563,/m/02z2pw8,,1978,,,Russell Jones,29.0,/m/0gcj2b5,,/m/04ctw61,
31563,,,The Zombie Diaries 2,0.0,92.0,,,en,5.621,46.0,4.7,1500000.0,The Zombie Diaries Collection,2011.0,"['Action', ' Horror']",31564,,,,,,,,,,,
31564,,,The Zombie Factor,0.0,23.0,,,en,0.6,3.0,4.0,0.0,,2011.0,"['Comedy', ' Horror']",31565,,,,,,Chip Archambeau,,,,,
31565,,,The Zombie King,0.0,85.0,,,en,2.523,14.0,4.9,0.0,,2013.0,"['Comedy', ' Horror']",31566,,,,M,,Edward Furlong,,,,,North American
31566,4498755.0,/m/0c5nhs,The Zombie Movie,,99.0,['Spanish'],['Spain'],,,,,,,2003.0,"['Crime Fiction', 'Thriller', 'Horror', 'Comedy film', 'Comedy', 'Zombie Film', 'Crime Thriller', 'Action']",31567,/m/0c5nhs,Johhny Maldad,,,,Raúl Sanz,,/m/0j8275d,/m/0j8275h,/m/0j8275q,
31567,,,The Zombie Walks,0.0,90.0,,,de,3.111,16.0,6.3,0.0,,1968.0,"['Crime', ' Horror']",31568,,,,M,,Joachim Fuchsberger,,,,,European
31799,,,Three Short Animations on the Theme of 'Socially-Distanced' Zombie Movies,0.0,2.0,,,en,0.6,0.0,0.0,0.0,,2020.0,"['Comedy', ' Horror']",31800,,,,,,Molly Brown,,,,,North American
31979,,,Tofu the Vegan Zombie in Zombie Dearest,0.0,8.0,,,en,0.701,2.0,3.0,0.0,,2007.0,"['Animation', ' Horror']",31980,,,,,,Bridget Crowley,,,,,
32028,23738222.0,/m/06zt4n3,Tokyo Zombie,0.0,103.0,['Japanese'],['Japan'],ja,3.242,30.0,5.5,0.0,,2005.0,"['Zombie Film', 'Japanese Movies', 'Horror', 'Horror Comedy', 'World cinema']",32029,/m/06zt4n3,,1965-12-03,,,Arata Furuta,39.0,/m/0cg3b71,,/m/02rpn46,
32037,,,Tom and His Zombie Wife,0.0,80.0,,,en,0.658,0.0,0.0,0.0,,2021.0,['Horror'],32038,,,,,,Georgina Baillie,,,,,
32158,,,Toxic Alien Zombie Babes from Outer Space,0.0,125.0,,,en,0.779,0.0,0.0,0.0,,2022.0,"['Comedy', ' Horror', ' Science Fiction']",32159,,,,,,Vixey Teh,,,,,
32393,,,Trust During a Zombie Apocalypse,0.0,0.0,,,en,0.6,0.0,0.0,0.0,,2014.0,['Horror'],32394,,,,,,Marc Field,,,,,
32572,,,Ultimate Kill 4: Zombies 2: Zombie Alien,0.0,14.0,,,en,0.6,0.0,0.0,0.0,Ultimate Kill Collection,2014.0,"['Action', ' Drama', ' Horror', ' Science Fiction']",32573,,,,,,,,,,,
32575,,,Ultimate Zombie Feast,0.0,141.0,,,en,0.6,0.0,0.0,0.0,,2020.0,['Horror'],32576,,,,,,Olivier Bach,,,,,
32592,,,Un día con mi madre zombie,0.0,0.0,,,es,0.6,1.0,10.0,0.0,,2020.0,"['Comedy', ' Horror']",32593,,,,,,Francis Lorenzo,,,,,European
33362,,,Vixen Velvet's Zombie Massacre,0.0,72.0,,,en,0.897,0.0,0.0,0.0,,2015.0,"['Comedy', ' Horror']",33363,,,,,,Nathan Bragg,,,,,
33919,1610321.0,/m/05ggnq,White Zombie,0.0,67.0,['English'],['United States of America'],en,0.6,0.0,0.0,0.0,,1932.0,"['Zombie Film', 'Horror', 'Indie', 'Black-and-white', 'Creature Film']",33920,/m/05ggnq,,1891-06-29,M,,Robert Frazer,,/m/09hyg38,,/m/043jw46,North American
34264,32428439.0,/m/0gxdfv8,World of the Dead: The Zombie Diaries 2,,86.0,['English'],[],,,,,,,2011.0,"['Action', 'Horror']",34265,/m/0gxdfv8,,,,,Okorie Chukwu,,/m/0gxhrkd,,/m/0gxb_0c,
