Weekipedia_ID,Freebase_ID,Name,Release_date,Revenue,Runtime,Language,Countries,Genres,Release_year,Language_clean,Genres_clean,Countries_clean
13452919,/m/03c5vfj,Frontier,2007,,108.0,"{""/m/064_8sq"": ""French Language"", ""/m/04306rv"": ""German Language""}","{""/m/0f8l9c"": ""France"", ""/m/06mzp"": ""Switzerland""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/01585b"": ""Slasher""}",2007.0,"['French', 'German']","['Thriller', 'Horror', 'World cinema', 'Action/Adventure', 'Action', 'Slasher']","['France', 'Switzerland']"
46387,/m/0ck4c,Incubus,1965,,78.0,"{""/m/02jcw"": ""Esperanto Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white""}",1965.0,['Esperanto'],"['Horror', 'Black-and-white']",['United States of America']
15294037,/m/03hpbkn,Naked Blood,1996-02-20,,76.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema""}",1996.0,['Japanese'],"['Japanese Movies', 'Horror', 'World cinema']",['Japan']
23943222,/m/076vqy2,Evil Things,2009,,86.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",2009.0,[],"['Horror', 'Slasher']",['United States of America']
7154700,/m/0h751x,Retro Puppet Master,1999-11-09,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film""}",1999.0,['English'],"['Horror', 'Creature Film']",['United States of America']
13072563,/m/02z5fds,No Man's Land: Reeker 2,2008,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/03npn"": ""Horror""}",2008.0,['English'],"['Monster movie', 'Horror']",['United States of America']
26704742,/m/0bmk44y,Sannata,1981-07-31,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/03npn"": ""Horror""}",1981.0,['Hindi'],['Horror'],['India']
9235373,/m/02815nw,Behind the Mask: The Rise of Leslie Vernon,2006,69136.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3nby"": ""Media Satire"", ""/m/0l4h_"": ""Mockumentary"", ""/m/03npn"": ""Horror"", ""/m/01q03"": ""Cult"", ""/m/0hj3n7f"": ""Horror Comedy"", ""/m/01585b"": ""Slasher"", ""/m/01z4y"": ""Comedy""}",2006.0,['English'],"['Media Satire', 'Mockumentary', 'Horror', 'Cult', 'Horror Comedy', 'Slasher', 'Comedy']",['United States of America']
994415,/m/03xkr6,A Hole in My Heart,2004-09-17,,98.0,"{""/m/06mp7"": ""Swedish Language""}","{""/m/0k6nt"": ""Denmark"", ""/m/0d0vqn"": ""Sweden""}","{""/m/06lbpz"": ""Social problem film"", ""/m/03q4nz"": ""World cinema"", ""/m/0424mc"": ""Experimental film"", ""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror"", ""/m/0k345"": ""Avant-garde""}",2004.0,['Swedish'],"['Social problem film', 'World cinema', 'Experimental film', 'Drama', 'Horror', 'Avant-garde']","['Denmark', 'Sweden']"
29640756,/m/0bbtp13,A Flat,2010-11-12,,127.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema""}",2010.0,['Hindi'],"['Thriller', 'Horror', 'World cinema']",['India']
905964,/m/03nnz2,Open Water,2003-10-26,54667954.0,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06vxwl5"": ""Natural horror films"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/01drsx"": ""Disaster""}",2003.0,['English'],"['Thriller', 'Natural horror films', 'Horror', 'Indie', 'Drama', 'Suspense', 'Disaster']",['United States of America']
15133631,/m/03hjm4p,The Dead Walk,2008-06-06,,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",2008.0,['English'],['Horror'],['United States of America']
14368969,/m/03d1tx0,Sole Survivor,1983-12,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",1983.0,['English'],['Horror'],['United States of America']
2456349,/m/07fd0v,Dead Men Walk,1943-02-10,,129.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0jb4p32"": ""Zombie Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white""}",1943.0,['English'],"['Zombie Film', 'Drama', 'Horror', 'Black-and-white']",['United States of America']
20003222,/m/04ydvw_,The Avenging Conscience,1914,,84.0,"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06ppq"": ""Silent film"", ""/m/01lrrt"": ""Melodrama"", ""/m/03npn"": ""Horror"", ""/m/0hj3n01"": ""Crime Drama"", ""/m/01g6gs"": ""Black-and-white"", ""/m/07s9rl0"": ""Drama""}",1914.0,"['Silent film', 'English']","['Silent film', 'Melodrama', 'Horror', 'Crime Drama', 'Black-and-white', 'Drama']",['United States of America']
25442568,/m/0djbdfc,Undocumented,2010,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/09blyk"": ""Psychological thriller"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/0c3351"": ""Suspense""}",2010.0,['English'],"['Thriller', 'Psychological thriller', 'Horror', 'Indie', 'Suspense']",['United States of America']
14537381,/m/03d6z0y,Opapatika,,,110.0,"{""/m/0c_v2"": ""Thai Language""}","{""/m/07f1x"": ""Thailand""}","{""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action"", ""/m/03npn"": ""Horror""}",,['Thai'],"['Fantasy', 'Action', 'Horror']",['Thailand']
32145126,/m/0gwz12g,The Sibling,2011,,,{},{},"{""/m/03npn"": ""Horror""}",2011.0,[],['Horror'],[]
22608840,/m/05zpq9h,Bloodsplattered Joe,1994-07-30,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",1994.0,['English'],['Horror'],['United States of America']
6114249,/m/0fqtdk,Bloody Pit of Horror,1965,,74.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/03rjj"": ""Italy""}","{""/m/0qdzd"": ""B-movie"", ""/m/03npn"": ""Horror""}",1965.0,['Italian'],"['B-movie', 'Horror']",['Italy']
12137970,/m/02vr29v,The Mad,2007-05-22,,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0jb4p32"": ""Zombie Film"", ""/m/03npn"": ""Horror""}",2007.0,['English'],"['Zombie Film', 'Horror']",['United States of America']
5986582,/m/0fj6v7,Kiss Me Quick!,1964-12-25,,70.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/02nxfrh"": ""Adult"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/06b0n3"": ""Sexploitation""}",1964.0,['English'],"['Science Fiction', 'Adult', 'Horror', 'Creature Film', 'Sexploitation']",['United States of America']
10382438,/m/02qb09h,Drive-Thru,2007,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0qdzd"": ""B-movie"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen"", ""/m/01585b"": ""Slasher""}",2007.0,['English'],"['Horror', 'B-movie', 'Comedy', 'Teen', 'Slasher']",['United States of America']
24549940,/m/0807kmw,Aparichithan,2004,,,"{""/m/0999q"": ""Malayalam Language""}","{""/m/03rk0"": ""India""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure""}",2004.0,['Malayalam'],"['Thriller', 'Mystery', 'Horror', 'Adventure']",['India']
11677522,/m/02rnm9t,Madman,1982,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0219x_"": ""Indie""}",1982.0,['English'],"['Cult', 'Horror', 'Slasher', 'Teen', 'Indie']",['United States of America']
21740728,/m/05mslhz,Coons! Night of the Bandits of the Night,2005,,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0qdzd"": ""B-movie"", ""/m/0219x_"": ""Indie"", ""/m/0220p9g"": ""Musical comedy"", ""/m/04t36"": ""Musical"", ""/m/01z4y"": ""Comedy"", ""/m/03npn"": ""Horror"", ""/m/02b5_l"": ""Teen"", ""/m/0hj3n7f"": ""Horror Comedy""}",2005.0,['English'],"['B-movie', 'Indie', 'Musical comedy', 'Musical', 'Comedy', 'Horror', 'Teen', 'Horror Comedy']",['United States of America']
65436,/m/0hcp1,Dawn of the Dead,1978,55000000.0,128.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03rjj"": ""Italy""}","{""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/094ddt"": ""Doomsday film"", ""/m/01q03"": ""Cult"", ""/m/02vn3k"": ""Splatter film"", ""/m/0jb4p32"": ""Zombie Film""}",1978.0,['English'],"['Horror', 'Indie', 'Doomsday film', 'Cult', 'Splatter film', 'Zombie Film']","['United States of America', 'Italy']"
16090959,/m/03qnx_3,Emanuelle's Revenge,1976,,96.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/03rjj"": ""Italy""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/06b0n3"": ""Sexploitation""}",1976.0,['Italian'],"['Thriller', 'Horror', 'Sexploitation']",['Italy']
2092651,/m/06ll__,"Rasputin, the Mad Monk",1966,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/07s9rl0"": ""Drama"", ""/m/04xvlr"": ""Period piece"", ""/m/017fp"": ""Biography"", ""/m/03npn"": ""Horror"", ""/m/0hj3mws"": ""Biopic [feature]""}",1966.0,['English'],"['Drama', 'Period piece', 'Biography', 'Horror', 'Biopic [feature]']",['United Kingdom']
7275748,/m/0kv34q,Frankenstein's Bloody Terror,1968,,88.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/06mkj"": ""Spain"", ""/m/082fr"": ""West Germany""}","{""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/03q4nz"": ""World cinema"", ""/m/0h9qh"": ""Monster""}",1968.0,['Spanish'],"['Horror', 'Creature Film', 'World cinema', 'Monster']","['Spain', 'West Germany']"
8077187,/m/026qm7m,Rakht: What If You Can See the Future,2004-09-03,,162.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema""}",2004.0,['Hindi'],"['Thriller', 'Horror', 'World cinema']",['India']
8678850,/m/027dq0m,La Casa 5,1990,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03rjj"": ""Italy""}","{""/m/03npn"": ""Horror""}",1990.0,['English'],['Horror'],['Italy']
25529530,/m/09rsp8p,The Baby,,,89.0,"{""/m/02h40lc"": ""English Language""}",{},"{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror""}",,['English'],"['Thriller', 'Horror']",[]
14472255,/m/03d4nd5,5ive Girls,2006-10-10,,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0qdzd"": ""B-movie"", ""/m/0hj3n9c"": ""Juvenile Delinquency Film"", ""/m/02b5_l"": ""Teen""}",2006.0,['English'],"['Thriller', 'Horror', 'B-movie', 'Juvenile Delinquency Film', 'Teen']",['Canada']
4744688,/m/0cl1bk,Frankenstein: The True Story,1973,,183.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/015w9s"": ""Television movie"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/04xvlr"": ""Period piece"", ""/m/0h9qh"": ""Monster"", ""/m/0hj3m_c"": ""Costume Horror""}",1973.0,['English'],"['Science Fiction', 'Horror', 'Television movie', 'Sci-Fi Horror', 'Period piece', 'Monster', 'Costume Horror']",['United Kingdom']
11973790,/m/02r_7nh,Hellbreeder,2004,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0qdzd"": ""B-movie"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",2004.0,['English'],"['Thriller', 'B-movie', 'Psychological thriller', 'Mystery', 'Horror', 'Slasher']",['United Kingdom']
7291111,/m/0kv44z,Venom,1982,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0qdzd"": ""B-movie"", ""/m/03npn"": ""Horror""}",1982.0,['English'],"['B-movie', 'Horror']",['United Kingdom']
11126051,/m/02r0vjz,Kuntilanak,2006-10-27,,95.0,"{""/m/097kp"": ""Indonesian Language""}","{""/m/03ryn"": ""Indonesia""}","{""/m/03npn"": ""Horror""}",2006.0,['Indonesian'],['Horror'],['Indonesia']
32724604,/m/0gydz53,Dangerous Ishq,2012-05-11,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/01jfsb"": ""Thriller"", ""/m/02l7c8"": ""Romance Film"", ""/m/03npn"": ""Horror""}",2012.0,['Hindi'],"['Thriller', 'Romance Film', 'Horror']",['India']
26162880,/m/0b6nnwc,Anandhapurathu Veedu,2010,,,"{""/m/07c9s"": ""Tamil Language""}","{""/m/03rk0"": ""India""}","{""/m/03npn"": ""Horror""}",2010.0,['Tamil'],['Horror'],['India']
23922445,/m/076xgt6,Assault! Jack the Ripper,1976-07-07,,72.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/04k2v3"": ""Pinku eiga"", ""/m/02js9"": ""Erotica"", ""/m/03q4nz"": ""World cinema"", ""/m/03npn"": ""Horror"", ""/m/01jk9n"": ""Pornographic movie"", ""/m/0gw5n2f"": ""Japanese Movies""}",1976.0,['Japanese'],"['Pinku eiga', 'Erotica', 'World cinema', 'Horror', 'Pornographic movie', 'Japanese Movies']",['Japan']
20057780,/m/04yf52y,The Hunchback and the Dancer,1920-07-08,,50.0,"{""/m/06ppq"": ""Silent film"", ""/m/04306rv"": ""German Language""}","{""/m/0345h"": ""Germany""}","{""/m/06ppq"": ""Silent film"", ""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white""}",1920.0,"['Silent film', 'German']","['Silent film', 'Horror', 'Black-and-white']",['Germany']
18392617,/m/04dz7s6,Full Eclipse,1993,,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0hj3mzb"": ""Comedy Thriller"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action""}",1993.0,['English'],"['Thriller', 'Horror', 'Comedy Thriller', 'Creature Film', 'Action/Adventure', 'Action']",['United States of America']
23032931,/m/064jvwx,Hideshi Hino's Theater of Horror,,,,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/03npn"": ""Horror"", ""/m/0gw5n2f"": ""Japanese Movies""}",,['Japanese'],"['Horror', 'Japanese Movies']",['Japan']
9693961,/m/02ppcd4,Saturday the 14th,1981-10-30,4000000.0,75.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/0hj3n5l"": ""Haunted House Film"", ""/m/0hj3n7f"": ""Horror Comedy"", ""/m/01z4y"": ""Comedy""}",1981.0,['English'],"['Parody', 'Horror', 'Creature Film', 'Haunted House Film', 'Horror Comedy', 'Comedy']",['United States of America']
5197334,/m/0d7cmz,The Psychotronic Man,1980-04-23,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror""}",1980.0,['English'],"['Cult', 'Science Fiction', 'Horror']",['United States of America']
10611398,/m/02qk41h,Tower of London,1962-10-24,,79.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/04xvh5"": ""Costume drama"", ""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white""}",1962.0,['English'],"['Drama', 'Costume drama', 'Horror', 'Black-and-white']",['United States of America']
33730710,/m/0hhr509,The House in Nightmare Park,1973,,100.0,{},{},"{""/m/03npn"": ""Horror""}",1973.0,[],['Horror'],[]
3564394,/m/09lvsz,The Raven,1935-07-08,,61.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white""}",1935.0,['English'],"['Horror', 'Black-and-white']",['United States of America']
32687451,/m/0h3vqm8,The Hagstone Demon,2011-09-27,,96.0,{},{},"{""/m/03npn"": ""Horror""}",2011.0,[],['Horror'],[]
417891,/m/025_5c,The Ninth Gate,1999-08-25,58401898.0,122.0,"{""/m/064_8sq"": ""French Language"", ""/m/04h9h"": ""Latin Language"", ""/m/02h40lc"": ""English Language"", ""/m/05zjd"": ""Portuguese Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/0f8l9c"": ""France"", ""/m/06mkj"": ""Spain"", ""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/01hmnh"": ""Fantasy"", ""/m/07s9rl0"": ""Drama""}",1999.0,"['French', 'Latin', 'English', 'Portuguese', 'Spanish']","['Thriller', 'Horror', 'Supernatural', 'Psychological thriller', 'Mystery', 'Fantasy', 'Drama']","['France', 'Spain', 'United States of America']"
8786958,/m/027jqy9,Metamorphosis: The Alien Factor,1990,,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film""}",1990.0,['English'],"['Thriller', 'Science Fiction', 'Horror', 'Creature Film']",['United States of America']
14327942,/m/03d0nkh,Elves,1989-10-24,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",1989.0,['English'],['Horror'],['United States of America']
7741916,/m/0kvg9z,Buppah Rahtree,,,109.0,"{""/m/0c_v2"": ""Thai Language""}","{""/m/07f1x"": ""Thailand""}","{""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy""}",,['Thai'],"['Horror', 'Comedy']",['Thailand']
2524297,/m/07kvf6,Island of Terror,1966,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/06vxwl5"": ""Natural horror films"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film""}",1966.0,['English'],"['Natural horror films', 'Science Fiction', 'Horror', 'Creature Film']",['United Kingdom']
12890638,/m/02xb1zf,Lost Boys II: The Tribe,2008-07-29,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen""}",2008.0,['English'],"['Cult', 'Horror', 'Comedy', 'Teen']","['United States of America', 'Canada']"
11028867,/m/02qylkx,The Mutilator,1985-01,,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/0219x_"": ""Indie""}",1985.0,['English'],"['Thriller', 'Horror', 'Slasher', 'Indie']",['United States of America']
1864142,/m/06229n,The Beyond,1981-04-29,,82.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/03rjj"": ""Italy""}","{""/m/0jb4p32"": ""Zombie Film"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/02vn3k"": ""Splatter film"", ""/m/0fdjb"": ""Supernatural""}",1981.0,['Italian'],"['Zombie Film', 'Horror', 'World cinema', 'Splatter film', 'Supernatural']",['Italy']
17366863,/m/043p2cq,Raptor,2001-11-06,,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06vxwl5"": ""Natural horror films"", ""/m/0qdzd"": ""B-movie"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/0h9qh"": ""Monster"", ""/m/03npn"": ""Horror""}",2001.0,['English'],"['Natural horror films', 'B-movie', 'Sci-Fi Horror', 'Creature Film', 'Monster', 'Horror']",['United States of America']
4272659,/m/0btgg9,Jack Frost 2: Revenge of the Mutant Killer Snowman,2000,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/0qdzd"": ""B-movie"", ""/m/05p553"": ""Comedy film"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",2000.0,['English'],"['Monster movie', 'B-movie', 'Comedy film', 'Fantasy', 'Comedy', 'Horror', 'Slasher']",['United States of America']
24330971,/m/07s4fv3,A Night of Horror,1916,,,"{""/m/06ppq"": ""Silent film"", ""/m/04306rv"": ""German Language""}","{""/m/0345h"": ""Germany""}","{""/m/06ppq"": ""Silent film"", ""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white""}",1916.0,"['Silent film', 'German']","['Silent film', 'Horror', 'Black-and-white']",['Germany']
2807368,/m/083xs1,Horror Express,1973,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01q03"": ""Cult"", ""/m/0qdzd"": ""B-movie"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0hj3mt0"": ""Alien Film""}",1973.0,['English'],"['Cult', 'B-movie', 'Science Fiction', 'Horror', 'Alien Film']",['United Kingdom']
28196198,/m/0cp1wc5,Lokis,1970-09-25,,100.0,"{""/m/05qqm"": ""Polish Language""}","{""/m/05qhw"": ""Poland""}","{""/m/01hmnh"": ""Fantasy"", ""/m/03npn"": ""Horror""}",1970.0,['Polish'],"['Fantasy', 'Horror']",['Poland']
4429064,/m/0c1vs9,Laughing Target,1987-03-21,,51.0,{},"{""/m/03_3d"": ""Japan""}","{""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/0hcr"": ""Animation""}",1987.0,[],"['Mystery', 'Horror', 'Animation']",['Japan']
17356798,/m/043s2w5,The Haunting in Connecticut,2009-03-27,77527732.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/09blyk"": ""Psychological thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3n5l"": ""Haunted House Film""}",2009.0,['English'],"['Thriller', 'Horror', 'Supernatural', 'Psychological thriller', 'Drama', 'Haunted House Film']","['United States of America', 'Canada']"
20878070,/m/058sgg3,Alien Siege,2005-02-26,,89.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/015w9s"": ""Television movie""}",2005.0,[],"['Science Fiction', 'Horror', 'Television movie']",['United States of America']
23062502,/m/064k2m6,Disturbance,2011-10-25,,,{},{},"{""/m/03npn"": ""Horror""}",2011.0,[],['Horror'],[]
22029678,/m/05p9gwm,Reykjavik Whale Watching Massacre,2009-09,,84.0,"{""/m/01gmkg"": ""Icelandic Language""}","{""/m/03rj0"": ""Iceland""}","{""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",2009.0,['Icelandic'],"['Horror', 'Slasher']",['Iceland']
7856493,/m/026gg43,Mimic 3: Sentinel,2003-09-08,,76.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06vxwl5"": ""Natural horror films"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film""}",2003.0,['English'],"['Thriller', 'Natural horror films', 'Science Fiction', 'Horror', 'Creature Film']",['United States of America']
14740230,/m/03gw6st,Furnace,2006,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0d1w9"": ""Prison"", ""/m/03npn"": ""Horror""}",2006.0,['English'],"['Prison', 'Horror']",['United States of America']
13237172,/m/03bzv1c,Three on a Meathook,1972,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0qdzd"": ""B-movie"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",1972.0,['English'],"['B-movie', 'Horror', 'Slasher']",['United States of America']
10439707,/m/02qd5r0,Severed: Forest of the Dead,2005,,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0jb4p32"": ""Zombie Film"", ""/m/03npn"": ""Horror""}",2005.0,['English'],"['Zombie Film', 'Horror']",['United States of America']
20548047,/m/051zjm2,Satan War,1979,,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",1979.0,['English'],['Horror'],['United States of America']
