Weekipedia_ID,Freebase_ID,Name,Release_date,Revenue,Runtime,Language,Countries,Genres,Release_year,Language_clean,Genres_clean,Countries_clean
9139466,/m/027z3bx,Monster from Green Hell,1957-05,,71.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06vxwl5"": ""Natural horror films"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/0h9qh"": ""Monster""}",1957.0,['English'],"['Natural horror films', 'Science Fiction', 'Horror', 'Sci-Fi Horror', 'Creature Film', 'Monster']",['United States of America']
627935,/m/02y8kn,Mark of the Vampire,1935-04-26,,60.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/028v3"": ""Detective fiction"", ""/m/03npn"": ""Horror"", ""/m/0vjs6"": ""Detective"", ""/m/0hj3n4p"": ""Gothic Film"", ""/m/01g6gs"": ""Black-and-white"", ""/m/02n4kr"": ""Mystery""}",1935.0,['English'],"['Thriller', 'Detective fiction', 'Horror', 'Detective', 'Gothic Film', 'Black-and-white', 'Mystery']",['United States of America']
9322953,/m/0284l1p,Deadwater,2008-05-20,,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",2008.0,['English'],"['Action/Adventure', 'Thriller', 'Action', 'Horror', 'Supernatural']",['United States of America']
18828058,/m/04nm23_,Watch Out,2008,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy""}",2008.0,['English'],"['Crime Fiction', 'Horror', 'Indie', 'Drama', 'Comedy', 'Black comedy']",['United States of America']
20931566,/m/05b63yl,The Malibu Beach Vampires,1991,,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/05p553"": ""Comedy film"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure""}",1991.0,['English'],"['Comedy film', 'Horror', 'Adventure']",['United States of America']
5162174,/m/0d5p8x,Night of the Seagulls,1976-07-26,,89.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/06mkj"": ""Spain""}","{""/m/0jb4p32"": ""Zombie Film"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/0fdjb"": ""Supernatural""}",1976.0,['Spanish'],"['Zombie Film', 'Horror', 'World cinema', 'Supernatural']",['Spain']
25143753,/m/09gk07c,Ju-on: Shiroi Rōjo / Kuroi Shōjo,2009-06-27,,,{},{},"{""/m/03npn"": ""Horror""}",2009.0,[],['Horror'],[]
6575394,/m/0gc7vx,Lords of the Deep,1989-04-21,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror""}",1989.0,['English'],"['Thriller', 'Science Fiction', 'Horror']",['United States of America']
17962132,/m/047s7d3,The Strange World of Coffin Joe,1968-11-25,,80.0,"{""/m/05zjd"": ""Portuguese Language""}","{""/m/015fr"": ""Brazil""}","{""/m/03npn"": ""Horror""}",1968.0,['Portuguese'],['Horror'],['Brazil']
26084062,/m/0b6jq1x,Frankenstein & the Werewolf Reborn!,2005-11,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",2005.0,['English'],['Horror'],['United States of America']
5689372,/m/0d_7b1,Ganja and Hess,1973-04-20,,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/018td"": ""Blaxploitation"", ""/m/03npn"": ""Horror"", ""/m/0hj3mry"": ""Addiction Drama""}",1973.0,['English'],"['Action/Adventure', 'Blaxploitation', 'Horror', 'Addiction Drama']",['United States of America']
26640673,/m/0bhb2xw,Are You in the House Alone?,1978,,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/015w9s"": ""Television movie"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense""}",1978.0,['English'],"['Thriller', 'Horror', 'Television movie', 'Psychological thriller', 'Mystery', 'Drama', 'Suspense']",['United States of America']
6029822,/m/0fldyq,The Hidan of Maukbeiangjow,1973,,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film""}",1973.0,['English'],"['Crime Fiction', 'Science Fiction', 'Horror', 'Drama', 'Comedy', 'Romance Film']",['United States of America']
23173019,/m/064mdnk,Summer's Blood,2010,,,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/03npn"": ""Horror""}",2010.0,['English'],['Horror'],['Canada']
15713038,/m/03nq_dr,Jennifer's Body,2009-09-10,31556061.0,102.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/02b5_l"": ""Teen"", ""/m/0hj3n7f"": ""Horror Comedy""}",2009.0,"['English', 'Spanish']","['Parody', 'Horror', 'Supernatural', 'Satire', 'Comedy', 'Black comedy', 'Teen', 'Horror Comedy']",['United States of America']
7629696,/m/0kvcsx,Sombre,1998,,111.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/09blyk"": ""Psychological thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/01585b"": ""Slasher""}",1998.0,['French'],"['Thriller', 'Horror', 'World cinema', 'Psychological thriller', 'Drama', 'Slasher']",['France']
34847119,/m/0g4mhqs,The Third Eye,1966-06-11,,98.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/03rjj"": ""Italy""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror""}",1966.0,['Italian'],"['Thriller', 'Horror']",['Italy']
18640316,/m/04gw4j3,Ashurajou no Hitomi,2005-04-16,,119.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/03npn"": ""Horror""}",2005.0,['Japanese'],"['Japanese Movies', 'World cinema', 'Action/Adventure', 'Martial Arts Film', 'Fantasy', 'Horror']",['Japan']
20466834,/m/04zz0hr,Chill,2007,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror""}",2007.0,['English'],"['Thriller', 'Horror']",['United States of America']
6858830,/m/0gsymm,Captivity,2007-07-13,10921200.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06bnz"": ""Russia""}","{""/m/01jfsb"": ""Thriller"", ""/m/09blyk"": ""Psychological thriller"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/0219x_"": ""Indie""}",2007.0,['English'],"['Thriller', 'Psychological thriller', 'Horror', 'Slasher', 'Indie']","['United States of America', 'Russia']"
8103733,/m/026rm53,Leelai,2007,,,"{""/m/07c9s"": ""Tamil Language""}","{""/m/03rk0"": ""India""}","{""/m/03npn"": ""Horror""}",2007.0,['Tamil'],['Horror'],['India']
13495676,/m/03c76vk,Lovers Lane,1999,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",1999.0,['English'],"['Horror', 'Slasher', 'Teen']",['United States of America']
14586950,/m/03d8rdx,Scanners III: The Takeover,1992,,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0cq22z7"": ""Sci-Fi Horror""}",1992.0,['English'],"['Science Fiction', 'Horror', 'Sci-Fi Horror']",['Canada']
3954917,/m/0b8gf1,The Amityville Horror,1979-07-27,86432520.0,119.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",1979.0,['English'],"['Cult', 'Drama', 'Film adaptation', 'Horror', 'Supernatural']",['United States of America']
26547293,/m/0bhc2rm,Star Vehicle,2010-06-01,,,{},{},"{""/m/03npn"": ""Horror""}",2010.0,[],['Horror'],[]
22290050,/m/05szm7t,Curiosity,2009-09-23,,10.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/02hmvc"": ""Short Film"", ""/m/03npn"": ""Horror""}",2009.0,['English'],"['Thriller', 'Short Film', 'Horror']",['United Kingdom']
3520620,/m/09j3nj,Star Pilot,1965,,80.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/03rjj"": ""Italy""}","{""/m/03npn"": ""Horror"", ""/m/06n90"": ""Science Fiction"", ""/m/0qdzd"": ""B-movie"", ""/m/03k9fj"": ""Adventure""}",1965.0,['Italian'],"['Horror', 'Science Fiction', 'B-movie', 'Adventure']",['Italy']
31568206,/m/04j13n4,Poor Pretty Eddie,1975,,86.0,{},{},"{""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/0hj3n1c"": ""Escape Film""}",1975.0,[],"['Drama', 'Horror', 'Slasher', 'Escape Film']",[]
26868913,/m/0bmj6nq,Eight Shani,2006-04-14,,120.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/0fdjb"": ""Supernatural"", ""/m/04t36"": ""Musical"", ""/m/01chg"": ""Bollywood""}",2006.0,['Hindi'],"['Thriller', 'Horror', 'World cinema', 'Supernatural', 'Musical', 'Bollywood']",['India']
25497706,/m/04rjvr,The Black Lapp,2003,,87.0,"{""/m/06mp7"": ""Swedish Language"", ""/m/04d36l"": ""Saami, North Language"", ""/m/02h40lc"": ""English Language"", ""/m/05f_3"": ""Norwegian Language""}","{""/m/05b4w"": ""Norway""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy""}",2003.0,"['Swedish', 'Saami, North', 'English', 'Norwegian']","['Crime Fiction', 'Drama', 'Romance Film', 'Horror', 'Comedy']",['Norway']
5421694,/m/0dl48h,House of Usher,1960-06-22,,79.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/0hj3n4p"": ""Gothic Film"", ""/m/03npn"": ""Horror"", ""/m/060__y"": ""Film adaptation""}",1960.0,['English'],"['Drama', 'Gothic Film', 'Horror', 'Film adaptation']",['United States of America']
7451098,/m/0kv7w3,Cellar Dweller,1988-09-20,,78.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01hmnh"": ""Fantasy"", ""/m/03npn"": ""Horror""}",1988.0,['English'],"['Fantasy', 'Horror']",['United States of America']
33300657,/m/0crxxp_,YellowBrickRoad,2010,,99.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/02b5_l"": ""Teen"", ""/m/09blyk"": ""Psychological thriller""}",2010.0,[],"['Thriller', 'Horror', 'Indie', 'Teen', 'Psychological thriller']",['United States of America']
1686566,/m/05ncrg,Suicide Manual,2003,,86.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/01jfsb"": ""Thriller"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema""}",2003.0,['Japanese'],"['Thriller', 'Japanese Movies', 'Horror', 'World cinema']",['Japan']
25313713,/m/080kr6l,Red Velvet,2009,,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0qdzd"": ""B-movie"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",2009.0,['English'],"['B-movie', 'Horror', 'Slasher']",['United States of America']
31745420,/m/0gtydnc,Condemned to Death,1932,,75.0,"{""/m/02h40lc"": ""English Language""}",{},"{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/07s9rl0"": ""Drama""}",1932.0,['English'],"['Crime Fiction', 'Mystery', 'Horror', 'Drama']",[]
12324827,/m/02v_9ph,Goy,,,75.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",,['English'],"['Horror', 'Slasher']",['United States of America']
8283339,/m/026yz93,Panther Girl of the Kongo,1955,,167.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06vxwl5"": ""Natural horror films"", ""/m/02kdv5l"": ""Action"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/01g6gs"": ""Black-and-white""}",1955.0,['English'],"['Natural horror films', 'Action', 'Horror', 'Adventure', 'Black-and-white']",['United States of America']
12571772,/m/02wwbdc,Sugar Creek,2007,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/0qdzd"": ""B-movie"", ""/m/0hfjk"": ""Western"", ""/m/03npn"": ""Horror""}",2007.0,['English'],"['Drama', 'B-movie', 'Western', 'Horror']",['United States of America']
2742915,/m/080bbt,Texas Chainsaw Massacre: The Next Generation,1994-10-07,185898.0,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0b7z1vt"": ""Road-Horror""}",1994.0,['English'],"['Cult', 'Horror', 'Slasher', 'Teen', 'Road-Horror']",['United States of America']
4305192,/m/0bw4fc,Ghosts... of the Civil Dead,1988-12,,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0chghy"": ""Australia""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0d1w9"": ""Prison"", ""/m/03npn"": ""Horror"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3n01"": ""Crime Drama""}",1988.0,['English'],"['Crime Fiction', 'Prison', 'Horror', 'Drama', 'Crime Drama']",['Australia']
7383485,/m/0kv6fc,Terror Among Us,1981,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/028v3"": ""Detective fiction"", ""/m/03npn"": ""Horror"", ""/m/0vjs6"": ""Detective""}",1981.0,['English'],"['Crime Fiction', 'Detective fiction', 'Horror', 'Detective']",['United States of America']
6432572,/m/0g54bd,The Covenant,2006-09-08,37597471.0,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",2006.0,['English'],"['Thriller', 'Fantasy', 'Action', 'Horror', 'Supernatural']",['United States of America']
34292472,/m/0hzqk0y,Best of Faces of Gore,2000,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0jtdp"": ""Documentary""}",2000.0,['English'],"['Horror', 'Documentary']",['United States of America']
28958485,/m/0crxx__,We Are What We Are,2010,,90.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/0b90_r"": ""Mexico""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/01585b"": ""Slasher""}",2010.0,['Spanish'],"['Thriller', 'Horror', 'Indie', 'World cinema', 'Drama', 'Crime Thriller', 'Slasher']",['Mexico']
19106264,/m/04jldll,The Gamma People,1956-12,,79.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure""}",1956.0,['English'],"['Science Fiction', 'Action', 'Horror', 'Adventure']",['United Kingdom']
20904309,/m/05b32v0,Darwaza,1978-01-21,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/03npn"": ""Horror""}",1978.0,['Hindi'],['Horror'],['India']
14521896,/m/03d67k3,The Awakening,1980-10,8415112.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0fdjb"": ""Supernatural"", ""/m/03npn"": ""Horror"", ""/m/0c3351"": ""Suspense"", ""/m/09blyk"": ""Psychological thriller""}",1980.0,['English'],"['Thriller', 'Supernatural', 'Horror', 'Suspense', 'Psychological thriller']",['United Kingdom']
1954311,/m/068mwz,"Silent Night, Deadly Night",1984-11-09,2491460.0,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/0219x_"": ""Indie""}",1984.0,['English'],"['Horror', 'Slasher', 'Indie']",['United States of America']
7332392,/m/0kv584,Satanic,2006,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",2006.0,['English'],"['Horror', 'Supernatural']",['United States of America']
8864659,/m/027mhn3,The Man Who Laughs,1928-04-27,,110.0,"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/06ppq"": ""Silent film"", ""/m/07s9rl0"": ""Drama"", ""/m/0pybl"": ""Expressionism"", ""/m/01g6gs"": ""Black-and-white""}",1928.0,"['Silent film', 'English']","['Horror', 'Silent film', 'Drama', 'Expressionism', 'Black-and-white']",['United States of America']
24305984,/m/07s8kzh,Humanimal,2010-11,,82.0,{},"{""/m/01p1v"": ""Chile""}","{""/m/03npn"": ""Horror""}",2010.0,[],['Horror'],['Chile']
8895551,/m/027npz9,Fyren,,,,{},"{""/m/0d0vqn"": ""Sweden""}","{""/m/02hmvc"": ""Short Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror""}",,[],"['Short Film', 'Drama', 'Horror']",['Sweden']
22235879,/m/05q7km_,Terowongan Casablanca,,,90.0,"{""/m/097kp"": ""Indonesian Language""}","{""/m/03ryn"": ""Indonesia""}","{""/m/03npn"": ""Horror""}",,['Indonesian'],['Horror'],['Indonesia']
10640947,/m/02qk_l1,Dark Walker,2003,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/03npn"": ""Horror"", ""/m/0qdzd"": ""B-movie"", ""/m/02b5_l"": ""Teen""}",2003.0,['English'],"['Monster movie', 'Horror', 'B-movie', 'Teen']",['United States of America']
15462142,/m/03mb2mp,Papi Gudia,1996,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror""}",1996.0,['Hindi'],"['Thriller', 'Horror']",['India']
30368153,/m/0g5pqrn,After Darkness,1985,,104.0,{},{},"{""/m/03npn"": ""Horror""}",1985.0,[],['Horror'],[]
12261515,/m/02vy0f_,Utkarsha,1990,,,"{""/m/09bnf"": ""Kannada Language""}","{""/m/03rk0"": ""India""}","{""/m/03npn"": ""Horror""}",1990.0,['Kannada'],['Horror'],['India']
27749761,/m/0cc5kmb,Jack O'Lantern,2004,,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0219x_"": ""Indie""}",2004.0,['English'],"['Horror', 'Slasher', 'Teen', 'Indie']",['United States of America']
3191060,/m/08y5wd,Q,1982,,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/0vjs6"": ""Detective"", ""/m/06qln"": ""Stop motion"", ""/m/0h9qh"": ""Monster"", ""/m/0qdzd"": ""B-movie""}",1982.0,['English'],"['Thriller', 'Horror', 'Indie', 'Detective', 'Stop motion', 'Monster', 'B-movie']",['United States of America']
4977595,/m/0cy307,The Brotherhood,2001-02,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",2001.0,['English'],['Horror'],['United States of America']
1519886,/m/057lm8,Sisters,1973-03-27,1000000.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller""}",1973.0,['English'],"['Thriller', 'Horror', 'Indie', 'Psychological thriller', 'Mystery', 'Suspense', 'Crime Thriller']",['United States of America']
26024751,/m/0b6ntpq,Troublesome Night 6,,,110.0,{},"{""/m/03h64"": ""Hong Kong""}","{""/m/03npn"": ""Horror"", ""/m/0gw5qqq"": ""Chinese Movies""}",,[],"['Horror', 'Chinese Movies']",['Hong Kong']
15770494,/m/03ns_7r,Maniac Nurses Find Ecstasy,1990,,74.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0154j"": ""Belgium""}","{""/m/01jfsb"": ""Thriller"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/06b0n3"": ""Sexploitation""}",1990.0,['English'],"['Thriller', 'Erotic thriller', 'Horror', 'Indie', 'Sexploitation']",['Belgium']
17450157,/m/0465ghf,I.C.U.,2009,,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0chghy"": ""Australia""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0c3351"": ""Suspense"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",2009.0,['English'],"['Thriller', 'Horror', 'World cinema', 'Psychological thriller', 'Suspense', 'Slasher', 'Teen']",['Australia']
6529458,/m/0g91kq,One Body Too Many,1944-11-24,,75.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/01g6gs"": ""Black-and-white"", ""/m/01q03"": ""Cult"", ""/m/02n4kr"": ""Mystery"", ""/m/01z4y"": ""Comedy""}",1944.0,['English'],"['Parody', 'Thriller', 'Horror', 'Indie', 'Black-and-white', 'Cult', 'Mystery', 'Comedy']",['United States of America']
5723366,/m/0f177f,Evil Ambitions,1996,,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0qdzd"": ""B-movie"", ""/m/03npn"": ""Horror""}",1996.0,['English'],"['B-movie', 'Horror']",['United States of America']
8809291,/m/027khvx,Sometimes They Come Back,1991,,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/03npn"": ""Horror"", ""/m/015w9s"": ""Television movie""}",1991.0,['English'],"['Drama', 'Film adaptation', 'Horror', 'Television movie']",['United States of America']
8625450,/m/027bh_j,Lost Signal,2007,,86.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/09blyk"": ""Psychological thriller""}",2007.0,[],"['Horror', 'Slasher', 'Psychological thriller']",['United States of America']
10794581,/m/02qq666,Nightmare Detective,2007-01-13,,105.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/01jfsb"": ""Thriller"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/0fdjb"": ""Supernatural"", ""/m/01hmnh"": ""Fantasy"", ""/m/03npn"": ""Horror""}",2007.0,['Japanese'],"['Thriller', 'Japanese Movies', 'World cinema', 'Supernatural', 'Fantasy', 'Horror']",['Japan']
25283935,/m/06fp0q,Lake of the Dead,1958-12-17,,76.0,"{""/m/05f_3"": ""Norwegian Language""}","{""/m/05b4w"": ""Norway""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror""}",1958.0,['Norwegian'],"['Thriller', 'Mystery', 'Horror']",['Norway']
4086317,/m/0bh9yc,Razorback,1984-11-02,,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia""}","{""/m/01jfsb"": ""Thriller"", ""/m/06vxwl5"": ""Natural horror films"", ""/m/03npn"": ""Horror""}",1984.0,['English'],"['Thriller', 'Natural horror films', 'Horror']","['United States of America', 'Australia']"
